id,funded_amount,currency,term_in_months
1064142,100.0,PHP,12.0
1128157,200.0,KES,8.0
1155841,525.0,COP,26.0
678040,2000.0,USD,27.0
700289,1175.0,PYG,15.0
889399,1000.0,USD,15.0
970867,225.0,PHP,12.0
1290072,150.0,PHP,13.0
810153,575.0,NIO,17.0
1199988,225.0,UGX,10.0
1277072,1325.0,BOB,26.0
998062,975.0,PHP,14.0
1130646,500.0,KES,13.0
931102,625.0,PHP,8.0
1223251,1350.0,GTQ,26.0
1124300,200.0,KES,14.0
1315481,100.0,XOF,14.0
1067871,75.0,NGN,19.0
915906,650.0,HTG,9.0
1036240,150.0,PHP,11.0
1083113,5000.0,USD,24.0
707477,275.0,PHP,8.0
963654,200.0,KES,8.0
677650,1175.0,PYG,15.0
1014233,300.0,USD,14.0
1247885,625.0,KES,11.0
1297244,425.0,PHP,14.0
1137134,225.0,XOF,5.0
837984,1475.0,BOB,20.0
1130013,2475.0,VND,20.0
1092178,1500.0,GHS,9.0
753171,1500.0,USD,27.0
1042676,975.0,GTQ,11.0
933535,2750.0,HNL,80.0
811604,450.0,UGX,10.0
699111,250.0,LRD,12.0
688330,125.0,UGX,7.0
1099258,200.0,INR,43.0
1158749,450.0,USD,26.0
1284585,125.0,KHR,8.0
931598,225.0,PHP,8.0
920744,250.0,KES,13.0
694357,475.0,KES,14.0
1310196,125.0,TJS,14.0
1062430,775.0,GTQ,14.0
1279608,325.0,PHP,8.0
897968,350.0,PHP,8.0
902778,275.0,USD,20.0
694091,3200.0,BIF,8.0
1250416,300.0,COP,20.0
1326888,0.0,USD,14.0
1195838,225.0,HTG,7.0
912174,300.0,KES,13.0
744613,500.0,USD,14.0
1290076,175.0,PHP,14.0
1063965,625.0,PEN,14.0
797395,875.0,PEN,6.0
1183887,200.0,PYG,12.0
665226,225.0,PHP,11.0
1032770,1400.0,USD,27.0
1114088,425.0,PHP,13.0
859754,125.0,PHP,13.0
989679,200.0,USD,17.0
1324811,75.0,USD,21.0
1143852,500.0,WST,14.0
1156773,725.0,COP,27.0
708291,275.0,PHP,42.0
999840,700.0,KES,11.0
1303107,500.0,IDR,25.0
907003,225.0,PHP,8.0
1156364,425.0,AMD,38.0
1041914,1025.0,USD,20.0
997846,800.0,USD,14.0
1237098,3000.0,USD,27.0
720702,550.0,LBP,11.0
973805,900.0,KHR,13.0
1090305,5000.0,USD,24.0
744406,675.0,IDR,14.0
839193,275.0,PHP,8.0
1136575,1175.0,PYG,14.0
1156886,125.0,PHP,8.0
769677,250.0,PHP,8.0
680671,725.0,AMD,14.0
1331036,675.0,COP,20.0
1019492,600.0,PEN,6.0
1298854,500.0,USD,14.0
1259005,950.0,AMD,30.0
761651,500.0,NIO,15.0
1275661,500.0,GHS,17.0
1267263,100.0,KHR,8.0
1014439,125.0,PHP,8.0
655019,825.0,IDR,12.0
1039592,150.0,KES,8.0
1212916,450.0,USD,14.0
1209035,525.0,TJS,20.0
665392,750.0,JOD,15.0
702419,725.0,KES,14.0
1099876,225.0,PHP,8.0
900882,2225.0,GEL,38.0
936742,150.0,PHP,8.0
1211327,1500.0,PEN,6.0
1179055,625.0,PHP,5.0
723936,500.0,USD,8.0
1137955,250.0,MGA,9.0
1265907,150.0,NGN,22.0
1159203,2000.0,USD,24.0
1104756,775.0,WST,14.0
1296822,1575.0,KHR,20.0
949264,150.0,PHP,7.0
845710,950.0,GEL,15.0
800379,300.0,PKR,13.0
1210637,300.0,XOF,13.0
982129,100.0,NGN,14.0
900335,300.0,TRY,7.0
989383,200.0,PHP,8.0
965305,350.0,UGX,8.0
740968,700.0,PHP,5.0
747376,800.0,RWF,12.0
1228893,300.0,PKR,14.0
1035597,100.0,RWF,5.0
864999,2000.0,USD,20.0
1236464,475.0,PEN,9.0
1225701,475.0,KES,11.0
1176889,200.0,COP,27.0
986951,250.0,HNL,14.0
969112,475.0,MZN,20.0
698085,275.0,PHP,8.0
656406,1575.0,COP,20.0
1038578,225.0,PHP,10.0
1149883,150.0,PHP,12.0
669109,100.0,PHP,8.0
878622,175.0,PHP,8.0
1327028,125.0,USD,15.0
1131617,725.0,MXN,20.0
1062334,1175.0,GTQ,8.0
1211935,2325.0,XOF,8.0
962590,150.0,PHP,8.0
867998,350.0,PHP,8.0
1229588,125.0,PHP,8.0
900886,500.0,PEN,8.0
1286397,225.0,PHP,8.0
1092589,525.0,USD,26.0
838602,1025.0,NIO,21.0
750287,725.0,VND,12.0
923392,350.0,PHP,7.0
1200088,200.0,KES,13.0
838926,350.0,UGX,10.0
711817,950.0,VND,11.0
1152965,400.0,KES,14.0
767358,400.0,NIO,5.0
721209,225.0,INR,43.0
1020149,200.0,KES,8.0
883440,875.0,USD,7.0
845776,1475.0,KES,11.0
1318690,300.0,KES,8.0
756350,1450.0,TJS,20.0
1182373,50.0,TRY,10.0
945597,700.0,KHR,14.0
1310792,250.0,TJS,15.0
718723,300.0,PHP,11.0
1208892,500.0,KES,13.0
1202120,1125.0,LBP,17.0
1166822,700.0,COP,26.0
1144004,3575.0,PEN,6.0
714539,425.0,PKR,14.0
1005460,525.0,IDR,59.0
756239,700.0,USD,20.0
1169845,400.0,MGA,12.0
1250529,1000.0,USD,26.0
1326275,0.0,PKR,11.0
1165934,1050.0,LBP,14.0
1174985,500.0,PKR,11.0
1242609,950.0,GTQ,10.0
787266,300.0,PKR,11.0
698520,175.0,KES,8.0
1144137,650.0,PHP,11.0
943425,1225.0,VND,14.0
742326,675.0,MZN,20.0
1247684,500.0,PKR,11.0
881723,975.0,USD,27.0
993740,100.0,KES,7.0
780276,450.0,PHP,8.0
863133,200.0,PHP,8.0
1228530,775.0,COP,24.0
759332,750.0,PYG,15.0
1130234,500.0,USD,14.0
1087240,1840.0,USD,24.0
810907,2275.0,XOF,8.0
1114991,1500.0,USD,18.0
1288031,825.0,HNL,14.0
1336125,0.0,COP,26.0
823734,450.0,PHP,13.0
1264406,375.0,MXN,15.0
938819,375.0,XOF,6.0
1088773,125.0,KES,3.0
691445,225.0,LRD,11.0
894069,450.0,PKR,14.0
1214637,1000.0,COP,14.0
861364,275.0,KES,24.0
933608,175.0,PHP,8.0
1160704,475.0,PHP,8.0
1093989,150.0,NGN,19.0
877878,75.0,KHR,8.0
881858,650.0,UGX,12.0
817482,50.0,RWF,10.0
1193817,2975.0,PYG,5.0
755620,500.0,USD,9.0
1271155,200.0,KHR,8.0
1236192,625.0,NIO,14.0
1320821,350.0,COP,12.0
1032882,325.0,MZN,17.0
717025,250.0,PHP,8.0
820204,850.0,PEN,8.0
716470,675.0,UGX,32.0
871712,800.0,PHP,7.0
1123074,400.0,GTQ,5.0
770204,5050.0,BOB,8.0
763924,825.0,TJS,14.0
729127,2000.0,TJS,26.0
804061,400.0,TJS,14.0
1198651,500.0,XAF,19.0
1229274,1175.0,USD,22.0
683763,300.0,USD,14.0
729034,2200.0,MNT,14.0
761368,675.0,RWF,10.0
1316988,325.0,PHP,8.0
1025268,400.0,PHP,8.0
882069,300.0,UGX,14.0
802955,200.0,UGX,8.0
975622,250.0,KES,14.0
790641,350.0,PHP,5.0
855899,200.0,PKR,12.0
1222243,2525.0,USD,6.0
1082783,125.0,KES,3.0
1042104,325.0,PHP,5.0
945984,1400.0,COP,26.0
1149365,150.0,PHP,8.0
1103790,325.0,PHP,7.0
1018342,1175.0,AZN,20.0
829679,1350.0,USD,72.0
1009799,2075.0,AMD,27.0
735927,1375.0,EUR,14.0
844355,2900.0,GTQ,14.0
767828,500.0,PKR,12.0
1189484,6000.0,USD,36.0
1101585,425.0,PYG,14.0
1052076,900.0,USD,8.0
903741,175.0,PHP,8.0
1272381,50.0,KES,8.0
1091275,1775.0,KGS,26.0
660950,400.0,PKR,14.0
823444,2250.0,BOB,12.0
1170610,950.0,USD,28.0
876455,525.0,VND,20.0
958308,500.0,IDR,59.0
1076043,675.0,KES,14.0
683644,250.0,PHP,14.0
1028888,500.0,AMD,56.0
1292987,50.0,KES,8.0
1121648,250.0,KES,20.0
1006077,5425.0,USD,26.0
1091546,1500.0,KES,25.0
1187827,425.0,KES,11.0
865213,1500.0,USD,14.0
1300473,650.0,PYG,9.0
655201,475.0,PKR,14.0
1154914,2375.0,PEN,6.0
1037362,175.0,COP,26.0
1101162,150.0,UGX,8.0
1194383,450.0,PHP,8.0
1139323,1400.0,KES,20.0
1258260,600.0,USD,14.0
1129229,100.0,HTG,8.0
1104745,150.0,TJS,14.0
1151200,0.0,BOB,20.0
1030101,1500.0,USD,16.0
852560,1325.0,USD,15.0
861637,175.0,XOF,5.0
1080314,0.0,USD,36.0
1099684,175.0,PHP,7.0
1013821,325.0,TZS,7.0
1072907,350.0,PKR,14.0
777268,900.0,USD,18.0
903363,275.0,XOF,8.0
847011,1225.0,USD,6.0
956910,225.0,PHP,8.0
1173241,225.0,INR,14.0
1230697,450.0,INR,14.0
1038260,1500.0,USD,14.0
950698,325.0,USD,8.0
724593,275.0,INR,43.0
1243671,100.0,KES,14.0
886618,1275.0,PEN,8.0
922082,800.0,MZN,17.0
1217099,450.0,PHP,8.0
919820,250.0,KES,12.0
944878,225.0,XOF,11.0
802910,750.0,UGX,12.0
1313969,1325.0,VND,26.0
1258649,300.0,PHP,7.0
995624,500.0,USD,14.0
905141,100.0,COP,21.0
789473,225.0,PHP,8.0
1109317,1300.0,USD,17.0
811180,700.0,USD,14.0
1248410,525.0,TJS,26.0
953853,500.0,USD,14.0
1194529,250.0,NGN,15.0
1214102,450.0,INR,14.0
1000527,425.0,PHP,8.0
1069311,175.0,PHP,11.0
870917,250.0,PHP,7.0
1028992,150.0,XOF,5.0
921085,400.0,WST,13.0
1264893,250.0,PHP,8.0
888635,4200.0,USD,39.0
1259118,300.0,PKR,14.0
895727,500.0,UGX,12.0
967896,675.0,NGN,14.0
1030546,125.0,PHP,8.0
883906,650.0,AMD,20.0
703478,2650.0,XOF,8.0
1176297,600.0,PHP,5.0
1126075,775.0,MDL,26.0
913443,575.0,USD,10.0
706422,500.0,USD,7.0
689108,575.0,PHP,8.0
1318752,25.0,NGN,21.0
662155,125.0,PHP,8.0
701381,350.0,USD,14.0
954176,625.0,KES,14.0
1251872,200.0,PHP,13.0
998678,325.0,PHP,12.0
1087823,5000.0,USD,24.0
1181564,150.0,PHP,7.0
835507,300.0,UGX,10.0
1022927,1250.0,LBP,18.0
838559,2025.0,USD,21.0
878009,675.0,TJS,14.0
962454,300.0,PHP,14.0
656398,800.0,COP,14.0
892681,975.0,MZN,18.0
707662,600.0,USD,14.0
1288140,525.0,COP,21.0
837658,150.0,PHP,10.0
1167355,350.0,GHS,10.0
838591,575.0,HNL,14.0
1243817,375.0,PHP,11.0
1278149,300.0,PKR,14.0
1040516,100.0,XOF,5.0
758568,3075.0,TZS,7.0
1303208,425.0,PHP,8.0
825784,200.0,KHR,8.0
889449,1600.0,ALL,26.0
1229431,225.0,PHP,11.0
827921,325.0,PKR,14.0
921985,350.0,PHP,8.0
1083108,2610.0,USD,30.0
1121157,425.0,PHP,8.0
770375,1025.0,BOB,14.0
1260568,5975.0,USD,6.0
938464,175.0,PHP,8.0
697099,175.0,XOF,30.0
1176289,125.0,PHP,8.0
1212560,425.0,PHP,8.0
765207,575.0,PHP,7.0
669588,1000.0,USD,18.0
1252836,350.0,PKR,14.0
1126088,875.0,AMD,26.0
700972,450.0,WST,13.0
871777,400.0,WST,14.0
1144003,100.0,NGN,15.0
721200,200.0,SLL,11.0
1291784,250.0,PHP,20.0
1218616,925.0,MMK,8.0
830029,350.0,PKR,12.0
993517,5500.0,RWF,6.0
833027,450.0,RWF,6.0
982554,500.0,COP,14.0
987734,475.0,VND,26.0
1241467,500.0,KES,14.0
1049948,100.0,PHP,8.0
1096773,500.0,KES,14.0
667869,1000.0,USD,21.0
722553,575.0,PHP,5.0
1072380,300.0,PKR,14.0
655417,300.0,PHP,8.0
936403,225.0,PHP,11.0
1210946,175.0,KHR,8.0
839734,500.0,PHP,7.0
695991,1075.0,KHR,14.0
770029,3000.0,MDL,13.0
794888,475.0,GHS,9.0
1260003,450.0,GHS,7.0
1005300,225.0,GHS,6.0
973254,275.0,PHP,7.0
811403,150.0,PHP,8.0
744769,1975.0,VND,14.0
963131,225.0,PHP,5.0
658222,600.0,USD,17.0
780937,350.0,PYG,12.0
745602,675.0,WST,13.0
774612,175.0,PHP,26.0
727032,500.0,USD,14.0
1160842,200.0,KES,14.0
1031981,575.0,WST,14.0
1162248,425.0,PHP,10.0
998175,300.0,PKR,11.0
729093,250.0,PHP,14.0
683496,375.0,IDR,38.0
810678,250.0,USD,14.0
1072512,1700.0,UGX,8.0
1249072,125.0,KHR,8.0
1251927,1525.0,KHR,15.0
940737,575.0,USD,10.0
841772,175.0,PHP,8.0
736025,3925.0,RWF,6.0
1303085,300.0,PKR,14.0
1167331,575.0,PKR,14.0
924847,600.0,UGX,11.0
956588,2625.0,PYG,5.0
1006215,575.0,TJS,14.0
1017198,900.0,KES,11.0
791438,350.0,PHP,13.0
1032920,1000.0,USD,18.0
1189948,400.0,TJS,14.0
959090,550.0,IDR,14.0
1080177,125.0,KES,3.0
1210835,775.0,TJS,15.0
1266872,450.0,HTG,8.0
1155177,300.0,PKR,14.0
751562,125.0,UGX,6.0
1300128,575.0,UGX,10.0
1150545,225.0,PHP,5.0
848626,1750.0,KGS,14.0
869570,2900.0,USD,33.0
1330267,150.0,PHP,11.0
884605,300.0,PKR,11.0
1134402,500.0,USD,12.0
875598,250.0,PHP,8.0
1003080,300.0,PHP,10.0
751721,1500.0,USD,27.0
1045056,1200.0,USD,26.0
1305879,1250.0,XOF,12.0
693101,400.0,USD,14.0
1267076,200.0,KHR,8.0
866990,1500.0,USD,20.0
1015340,1300.0,TJS,14.0
1330785,0.0,KES,14.0
889949,850.0,KHR,14.0
902972,450.0,PHP,8.0
833959,350.0,PHP,8.0
811687,275.0,USD,15.0
1043614,900.0,PEN,8.0
1313373,225.0,PHP,7.0
1099680,650.0,PHP,14.0
1133819,275.0,NGN,19.0
901864,225.0,KES,16.0
854942,1075.0,KES,11.0
662274,350.0,PKR,12.0
1062147,525.0,TJS,14.0
707258,600.0,USD,20.0
1213913,400.0,USD,14.0
1317370,625.0,PEN,6.0
802601,400.0,USD,13.0
1015129,300.0,PKR,14.0
801760,225.0,PHP,13.0
670792,1125.0,PHP,7.0
1209584,125.0,KHR,8.0
697900,1625.0,USD,15.0
1323791,50.0,KES,14.0
785477,350.0,PHP,8.0
1120057,200.0,KES,14.0
1193761,125.0,PHP,13.0
986397,225.0,PHP,8.0
1213681,300.0,USD,8.0
969537,350.0,PHP,7.0
802449,300.0,PHP,7.0
1335130,50.0,USD,12.0
1167336,325.0,TJS,26.0
1167044,225.0,PHP,8.0
1097645,700.0,KHR,26.0
1147039,275.0,XAF,15.0
1057432,600.0,USD,31.0
1288100,375.0,PHP,8.0
1300829,300.0,KES,14.0
1086638,125.0,KES,4.0
1123845,3500.0,ZAR,27.0
977623,475.0,TJS,14.0
1166338,1050.0,PHP,11.0
942199,375.0,PHP,8.0
827203,850.0,NIO,7.0
789382,300.0,PHP,7.0
992861,700.0,MWK,6.0
1318448,225.0,PHP,8.0
987629,750.0,KES,38.0
1154382,275.0,PHP,8.0
723133,1025.0,AZN,14.0
832108,900.0,VND,14.0
1293554,1000.0,USD,8.0
1296577,1075.0,GTQ,20.0
1261969,1550.0,PEN,6.0
779570,625.0,RWF,6.0
1089463,125.0,KES,2.0
937802,4825.0,GTQ,14.0
776396,275.0,PHP,8.0
782894,100.0,KES,8.0
722277,575.0,XOF,12.0
1302089,6350.0,PEN,8.0
905340,150.0,MGA,9.0
1333841,0.0,LRD,11.0
659458,125.0,KES,8.0
983764,50.0,GHS,10.0
1024861,500.0,KES,40.0
799147,950.0,YER,26.0
771519,425.0,PHP,14.0
1236913,2025.0,KGS,14.0
1014426,775.0,AZN,20.0
1053327,325.0,PHP,8.0
987422,1425.0,JOD,21.0
765292,350.0,KES,11.0
1054865,250.0,KES,14.0
888147,225.0,PHP,9.0
1238521,125.0,PHP,8.0
1150500,75.0,PHP,8.0
694630,500.0,USD,8.0
1089476,225.0,KES,6.0
1220257,700.0,USD,20.0
698204,350.0,PHP,33.0
714463,525.0,KHR,26.0
1260118,625.0,TJS,14.0
915690,250.0,KES,12.0
1171591,1225.0,GTQ,14.0
1266345,300.0,USD,14.0
785588,500.0,NIO,17.0
1086376,250.0,KES,6.0
1270770,100.0,KHR,8.0
1081138,250.0,KES,6.0
1292574,175.0,INR,12.0
681392,775.0,NIO,7.0
1082710,125.0,KES,2.0
873721,475.0,PHP,7.0
1015289,1200.0,USD,26.0
707067,300.0,USD,13.0
1139766,300.0,PHP,14.0
1105895,800.0,COP,27.0
860682,350.0,XOF,7.0
1146155,1500.0,USD,23.0
795429,675.0,KES,14.0
1215030,400.0,PHP,8.0
1019197,1725.0,XOF,8.0
1226947,150.0,KES,11.0
952552,150.0,XOF,7.0
1328300,50.0,PHP,14.0
1331065,525.0,HNL,8.0
980441,200.0,COP,15.0
726008,575.0,KES,14.0
663889,1200.0,KGS,12.0
1026279,2875.0,PYG,6.0
748611,550.0,PHP,6.0
1157625,500.0,KES,13.0
977430,550.0,TJS,14.0
1259295,500.0,USD,11.0
1096308,2850.0,USD,11.0
714897,350.0,PHP,8.0
1193121,325.0,PHP,8.0
1097333,1475.0,AMD,26.0
687486,375.0,PEN,9.0
959534,975.0,KHR,14.0
1033601,2875.0,RWF,6.0
728420,1600.0,USD,14.0
698511,1425.0,VND,14.0
1215327,400.0,KES,14.0
893782,350.0,USD,12.0
827390,1125.0,PHP,7.0
1284545,200.0,KHR,8.0
1301577,250.0,PKR,14.0
814861,300.0,PKR,13.0
1200834,475.0,LRD,11.0
705588,875.0,USD,8.0
1176404,250.0,PHP,14.0
972636,275.0,PHP,8.0
765728,575.0,TRY,8.0
1103898,1475.0,KHR,14.0
980630,250.0,KES,13.0
1301040,250.0,PKR,14.0
1297158,375.0,XAF,10.0
752482,250.0,KES,8.0
831811,775.0,KES,14.0
886104,875.0,XOF,11.0
888080,1650.0,XOF,8.0
878887,950.0,USD,14.0
1181123,3825.0,BIF,8.0
1071583,450.0,PHP,8.0
813643,1350.0,HNL,26.0
1238334,3150.0,BRL,11.0
877762,200.0,PHP,8.0
738617,600.0,NIO,15.0
1210058,250.0,USD,14.0
1074677,1125.0,NIO,8.0
1111079,1725.0,VND,8.0
676062,125.0,PHP,7.0
1327328,175.0,KHR,8.0
995792,325.0,PHP,8.0
1177341,325.0,PHP,14.0
1321516,200.0,EUR,14.0
1153811,1100.0,MMK,8.0
868062,1400.0,ALL,33.0
1202919,600.0,USD,12.0
966015,150.0,NGN,14.0
1039958,900.0,UGX,14.0
996209,325.0,PHP,8.0
867111,600.0,INR,43.0
819526,975.0,TJS,26.0
1147672,1550.0,XOF,6.0
907499,700.0,RWF,6.0
943562,650.0,PHP,7.0
687047,1150.0,COP,26.0
1067598,450.0,INR,43.0
1103116,225.0,PHP,8.0
951238,250.0,PHP,11.0
964700,100.0,KHR,8.0
1158192,1000.0,USD,20.0
666296,250.0,KES,8.0
1189815,1275.0,TJS,20.0
753603,750.0,AMD,20.0
1043120,200.0,MZN,17.0
1156782,250.0,COP,27.0
1178490,900.0,VND,20.0
1231383,5425.0,BOB,10.0
1047678,1500.0,COP,26.0
1195508,75.0,KES,14.0
1047771,700.0,USD,14.0
996530,375.0,KES,11.0
1232130,300.0,USD,14.0
1013384,275.0,KES,11.0
1232651,300.0,KES,11.0
889713,5075.0,BOB,9.0
694982,975.0,UGX,6.0
1110566,4550.0,PYG,6.0
960855,225.0,COP,14.0
812031,400.0,PHP,18.0
786698,450.0,USD,14.0
1114760,275.0,PHP,8.0
995732,625.0,PHP,11.0
1296702,675.0,VND,14.0
1169539,225.0,PHP,8.0
1254739,525.0,USD,14.0
1315439,250.0,PHP,7.0
829985,350.0,PHP,6.0
1041122,600.0,USD,14.0
903079,400.0,PHP,18.0
834860,1050.0,MNT,26.0
1027019,450.0,COP,26.0
990213,425.0,TZS,10.0
897888,350.0,PHP,7.0
1069645,5050.0,RWF,15.0
1319255,225.0,PHP,8.0
904643,1550.0,ZAR,63.0
1254541,350.0,MGA,14.0
1117220,200.0,COP,14.0
802984,350.0,KES,14.0
1028420,275.0,XOF,5.0
1038208,725.0,KES,9.0
916127,1025.0,JOD,18.0
1086953,125.0,KES,3.0
1273442,1000.0,PHP,8.0
716123,250.0,USD,14.0
1241462,3000.0,USD,28.0
712940,900.0,KES,14.0
717757,200.0,PHP,13.0
1159815,2725.0,CRC,38.0
999922,700.0,VND,20.0
1303795,225.0,PHP,14.0
1135652,175.0,KHR,8.0
673892,3025.0,XOF,8.0
765651,1925.0,MNT,14.0
943598,2300.0,USD,14.0
828422,200.0,PHP,14.0
826053,725.0,UGX,13.0
954807,1950.0,PYG,7.0
1060785,150.0,PHP,8.0
1173876,1125.0,KGS,14.0
739108,175.0,INR,43.0
1062408,650.0,GTQ,11.0
1250120,125.0,KES,11.0
1141065,250.0,UGX,11.0
881789,225.0,PHP,10.0
950597,500.0,PKR,13.0
989093,100.0,NGN,14.0
1141623,400.0,TJS,14.0
980835,3800.0,ZMW,25.0
978841,375.0,PHP,11.0
700045,325.0,USD,14.0
963173,550.0,PHP,8.0
888306,175.0,PHP,8.0
747105,50.0,NGN,17.0
1054028,625.0,TJS,14.0
1016191,325.0,USD,6.0
973774,275.0,PHP,8.0
948491,975.0,HNL,21.0
1062011,400.0,KES,11.0
687785,325.0,PHP,8.0
977365,425.0,PHP,8.0
897203,525.0,USD,11.0
727334,175.0,UGX,6.0
1290481,200.0,KES,13.0
660515,175.0,PHP,8.0
1234024,175.0,KHR,8.0
1335294,0.0,COP,17.0
1013380,1450.0,PKR,11.0
1045969,1500.0,USD,20.0
1310141,1175.0,USD,27.0
1240152,1125.0,HTG,11.0
1049328,225.0,PHP,7.0
1300969,200.0,KES,8.0
719456,525.0,PHP,8.0
785040,175.0,INR,43.0
1038822,1000.0,USD,14.0
928729,125.0,NGN,19.0
807226,400.0,COP,15.0
1096274,400.0,USD,12.0
856670,775.0,ALL,26.0
1076977,175.0,KES,20.0
1257935,300.0,KES,14.0
909446,275.0,PHP,11.0
1231138,650.0,KES,11.0
977059,1000.0,USD,17.0
1326396,600.0,PHP,8.0
1141397,1025.0,KGS,14.0
1186468,125.0,PHP,8.0
1174876,975.0,TZS,10.0
873511,800.0,UGX,8.0
876467,500.0,TJS,14.0
979801,500.0,KES,13.0
863663,550.0,KES,13.0
917807,325.0,MXN,8.0
1307226,2000.0,KHR,14.0
777368,675.0,KES,14.0
1012526,1600.0,USD,14.0
842564,450.0,PHP,7.0
928349,300.0,USD,10.0
1208576,225.0,PHP,7.0
944746,75.0,NGN,18.0
1155721,3300.0,RWF,9.0
1202108,650.0,TJS,14.0
687348,300.0,USD,14.0
1080383,125.0,KES,3.0
1307017,150.0,HTG,8.0
1217244,300.0,KGS,13.0
1265893,250.0,PHP,7.0
1250548,6175.0,GTQ,12.0
724819,1000.0,USD,11.0
1329551,175.0,KHR,8.0
1124416,200.0,KES,8.0
982066,300.0,NGN,14.0
1031177,250.0,PHP,8.0
1062497,125.0,KHR,9.0
665639,450.0,KHR,14.0
1118510,700.0,COP,20.0
1308137,625.0,PHP,8.0
1193973,2700.0,PYG,27.0
1288625,350.0,PHP,7.0
1112434,250.0,KHR,8.0
819932,850.0,USD,26.0
764608,225.0,USD,11.0
1137683,225.0,PHP,8.0
1088666,5000.0,USD,24.0
1208635,100.0,KHR,8.0
1013860,325.0,PHP,8.0
1321956,375.0,PHP,8.0
1082444,1000.0,USD,13.0
791531,425.0,PHP,14.0
962810,425.0,TRY,8.0
1309725,225.0,PHP,12.0
677354,125.0,PHP,7.0
667683,850.0,XOF,8.0
868412,1625.0,PEN,8.0
949532,500.0,PHP,8.0
1242192,200.0,PHP,5.0
1056163,425.0,KES,14.0
1118304,600.0,USD,14.0
1165160,225.0,PHP,11.0
1088127,125.0,KES,3.0
1149427,750.0,PHP,8.0
1199031,1150.0,KES,11.0
728926,250.0,PHP,11.0
963428,700.0,INR,43.0
1218907,425.0,PHP,8.0
942887,425.0,UGX,13.0
1295688,300.0,KES,14.0
679456,400.0,PHP,13.0
1252149,600.0,KES,9.0
1270208,200.0,SLL,11.0
1003727,125.0,PHP,12.0
835128,3000.0,USD,39.0
1046743,100.0,XOF,5.0
1031590,800.0,KES,14.0
856028,900.0,USD,14.0
1117945,275.0,PHP,8.0
709632,250.0,PHP,8.0
1040028,175.0,PHP,8.0
1045065,1500.0,USD,26.0
989245,1200.0,PEN,6.0
862208,350.0,PKR,14.0
807179,1500.0,USD,20.0
799964,225.0,PHP,13.0
764687,50.0,HNL,10.0
957525,350.0,NIO,11.0
798516,2750.0,INR,43.0
1197502,500.0,PKR,14.0
1017742,1300.0,TJS,14.0
1298410,225.0,PHP,8.0
1230340,125.0,PHP,8.0
901339,3975.0,WST,14.0
1067380,2350.0,BRL,8.0
769048,175.0,PHP,7.0
961836,950.0,PEN,14.0
1269969,250.0,PKR,15.0
830910,1525.0,USD,7.0
973768,200.0,KHR,8.0
1124598,475.0,KES,14.0
766305,425.0,WST,14.0
890761,200.0,PHP,8.0
1170929,3900.0,PYG,6.0
1326391,975.0,KES,14.0
726568,800.0,USD,11.0
1263046,600.0,USD,14.0
1002310,450.0,VND,26.0
1172984,5775.0,PYG,6.0
1264021,2400.0,GHS,7.0
891478,3550.0,PEN,8.0
1276020,1500.0,USD,26.0
840574,600.0,PKR,13.0
959657,550.0,PHP,8.0
1334495,0.0,VND,14.0
778593,700.0,UGX,14.0
1094638,1150.0,USD,8.0
1100559,175.0,PHP,8.0
855840,1325.0,KES,19.0
777887,450.0,PHP,11.0
855042,450.0,PKR,14.0
879084,1400.0,USD,6.0
1028412,100.0,XOF,5.0
703558,475.0,PKR,14.0
946353,1200.0,BOB,26.0
1062747,400.0,KES,14.0
996136,225.0,PHP,8.0
958790,800.0,PEN,14.0
1040136,475.0,PHP,8.0
1159653,325.0,AMD,26.0
1128946,400.0,PHP,13.0
827953,225.0,KES,14.0
1152523,500.0,KES,14.0
820166,1750.0,COP,11.0
1243955,1275.0,AMD,31.0
1098545,775.0,PHP,12.0
943414,800.0,USD,21.0
1068828,7750.0,MXN,8.0
712816,825.0,TJS,14.0
933544,475.0,PHP,13.0
981024,500.0,COP,14.0
1156078,425.0,PHP,13.0
653286,4275.0,VND,14.0
1173873,500.0,KES,33.0
1040219,525.0,XAF,15.0
1067392,1150.0,EUR,22.0
1126394,100.0,COP,21.0
829931,650.0,VND,14.0
794324,2800.0,UGX,7.0
1044329,1150.0,KHR,12.0
1165058,325.0,PHP,8.0
972653,325.0,TJS,14.0
783946,175.0,PHP,10.0
1212146,350.0,COP,16.0
960214,475.0,PHP,8.0
1210742,250.0,PHP,8.0
718532,1825.0,RWF,4.0
877732,250.0,TJS,14.0
1084329,125.0,KES,3.0
1226723,175.0,KES,14.0
1111243,775.0,MDL,26.0
1289812,575.0,WST,14.0
1219356,225.0,UGX,12.0
1014554,975.0,TJS,14.0
1271693,1075.0,USD,6.0
984302,275.0,KES,14.0
740483,125.0,LRD,12.0
666503,375.0,PEN,14.0
946859,225.0,PHP,8.0
1056174,550.0,PHP,8.0
1218327,5275.0,XOF,9.0
752385,375.0,PHP,13.0
1015790,325.0,PHP,12.0
1162287,500.0,KES,14.0
1204042,1175.0,USD,27.0
803985,250.0,KHR,20.0
1165285,450.0,PKR,14.0
1246710,250.0,PHP,7.0
700650,700.0,EUR,14.0
1272848,1200.0,PHP,8.0
812223,275.0,PHP,8.0
726949,1075.0,PEN,14.0
1297261,1450.0,AMD,26.0
1244663,500.0,MZN,20.0
856898,475.0,MXN,7.0
965787,750.0,USD,9.0
